"t / s";"CH1 / V";"CH2 / V";"MATH / V";"f / Hz";"SP1 / dB";"SP2 / dB";"SPM / dB"
0,009454;0,84;2;2,84;472.700;-60;-60;-60
0,009455;0,84;2;2,84;472.750;-60;-60;-60
0,009456;0,84;2;2,84;472.800;-60;-60;-60
0,009457;0,84;2;2,84;472.850;-60;-60;-60
0,009458;0,84;2;2,84;472.900;-60;-60;-60
0,009459;0,816;2;2,816;472.950;-59,6247;-60;-59,5098
0,00946;0,8;2;2,8;473.000;-60;-60;-60
0,009461;0,8;2;2,8;473.050;-57,7489;-60;-57,6504
0,009462;0,8;2;2,8;473.100;-60;-60;-60
0,009463;0,8;2;2,8;473.150;-60;-60;-60
0,009464;0,8;2;2,8;473.200;-60;-60;-60
0,009465;0,8;2;2,8;473.250;-60;-60;-60
0,009466;0,8;2;2,8;473.300;-60;-60;-60
0,009467;0,8;2;2,8;473.350;-60;-60;-60
0,009468;0,8;2;2,8;473.400;-60;-60;-60
0,009469;0,772;2;2,772;473.450;-60;-60;-60
0,00947;0,76;2;2,76;473.500;-60;-60;-60
0,009471;0,76;2;2,76;473.550;-60;-60;-60
0,009472;0,76;2;2,76;473.600;-60;-60;-60
0,009473;0,76;2;2,76;473.650;-60;-60;-60
0,009474;0,76;2;2,76;473.700;-60;-60;-60
0,009475;0,76;2;2,76;473.750;-60;-60;-60
0,009476;0,76;2;2,76;473.800;-60;-60;-60
0,009477;0,76;2;2,76;473.850;-60;-60;-60
0,009478;0,76;2;2,76;473.900;-60;-60;-60
0,009479;0,728;2;2,728;473.950;-59,5879;-60;-59,4732
0,00948;0,72;2;2,72;474.000;-60;-60;-60
0,009481;0,72;2;2,72;474.050;-57,7812;-60;-57,6824
0,009482;0,72;2;2,72;474.100;-60;-60;-60
0,009483;0,72;2;2,72;474.150;-60;-60;-60
0,009484;0,72;2;2,72;474.200;-60;-60;-60
0,009485;0,72;2;2,72;474.250;-60;-60;-60
0,009486;0,72;2;2,72;474.300;-60;-60;-60
0,009487;0,72;2;2,72;474.350;-60;-60;-60
0,009488;0,72;2;2,72;474.400;-60;-60;-60
0,009489;0,684;2;2,684;474.450;-60;-60;-60
0,00949;0,68;2;2,68;474.500;-60;-60;-60
0,009491;0,68;2;2,68;474.550;-60;-60;-60
0,009492;0,68;2;2,68;474.600;-60;-60;-60
0,009493;0,68;2;2,68;474.650;-60;-60;-60
0,009494;0,68;2;2,68;474.700;-60;-60;-60
0,009495;0,68;2;2,68;474.750;-60;-60;-60
0,009496;0,68;2;2,68;474.800;-60;-60;-60
0,009497;0,68;2;2,68;474.850;-60;-60;-60
0,009498;0,68;2;2,68;474.900;-60;-60;-60
0,009499;0,64;2;2,64;474.950;-59,55;-60;-59,4357
0,0095;0,64;2;2,64;475.000;-60;-60;-60
0,009501;0,64;2;2,64;475.050;-57,8144;-60;-57,7152
0,009502;0,64;2;2,64;475.100;-60;-60;-60
0,009503;0,64;2;2,64;475.150;-60;-60;-60
0,009504;0,64;2;2,64;475.200;-60;-60;-60
0,009505;0,64;2;2,64;475.250;-60;-60;-60
0,009506;0,64;2;2,64;475.300;-60;-60;-60
0,009507;0,64;2;2,64;475.350;-60;-60;-60
0,009508;0,636;2;2,636;475.400;-60;-60;-60
0,009509;0,6;2;2,6;475.450;-60;-60;-60
0,00951;0,6;2;2,6;475.500;-60;-60;-60
0,009511;0,6;2;2,6;475.550;-60;-60;-60
0,009512;0,6;2;2,6;475.600;-60;-60;-60
0,009513;0,6;2;2,6;475.650;-60;-60;-60
0,009514;0,6;2;2,6;475.700;-60;-60;-60
0,009515;0,6;2;2,6;475.750;-60;-60;-60
0,009516;0,6;2;2,6;475.800;-60;-60;-60
0,009517;0,6;2;2,6;475.850;-60;-60;-60
0,009518;0,592;2;2,592;475.900;-60;-60;-60
0,009519;0,56;2;2,56;475.950;-59,5133;-60;-59,3992
0,00952;0,56;2;2,56;476.000;-60;-60;-60
0,009521;0,56;2;2,56;476.050;-57,8472;-60;-57,7477
0,009522;0,56;2;2,56;476.100;-60;-60;-60
0,009523;0,56;2;2,56;476.150;-60;-60;-60
0,009524;0,56;2;2,56;476.200;-60;-60;-60
0,009525;0,56;2;2,56;476.250;-60;-60;-60
0,009526;0,56;2;2,56;476.300;-60;-60;-60
0,009527;0,56;2;2,56;476.350;-60;-60;-60
0,009528;0,548;2;2,548;476.400;-60;-60;-60
0,009529;0,52;2;2,52;476.450;-60;-60;-60
0,00953;0,52;2;2,52;476.500;-60;-60;-60
0,009531;0,52;2;2,52;476.550;-60;-60;-60
0,009532;0,52;2;2,52;476.600;-60;-60;-60
0,009533;0,52;2;2,52;476.650;-60;-60;-60
0,009534;0,52;2;2,52;476.700;-60;-60;-60
0,009535;0,52;2;2,52;476.750;-60;-60;-60
0,009536;0,52;2;2,52;476.800;-60;-60;-60
0,009537;0,52;2;2,52;476.850;-60;-60;-60
0,009538;0,504;2;2,504;476.900;-60;-60;-60
0,009539;0,48;2;2,48;476.950;-59,4766;-60;-59,3628
0,00954;0,48;2;2,48;477.000;-60;-60;-60
0,009541;0,48;2;2,48;477.050;-57,8803;-60;-57,7804
0,009542;0,48;2;2,48;477.100;-60;-60;-60
0,009543;0,48;2;2,48;477.150;-60;-60;-60
0,009544;0,48;2;2,48;477.200;-60;-60;-60
0,009545;0,48;2;2,48;477.250;-60;-60;-60
0,009546;0,48;2;2,48;477.300;-60;-60;-60
0,009547;0,48;2;2,48;477.350;-60;-60;-60
0,009548;0,46;2;2,46;477.400;-60;-60;-60
0,009549;0,44;2;2,44;477.450;-60;-60;-60
0,00955;0,44;2;2,44;477.500;-60;-60;-60
0,009551;0,44;2;2,44;477.550;-60;-60;-60
0,009552;0,44;2;2,44;477.600;-60;-60;-60
0,009553;0,44;2;2,44;477.650;-60;-60;-60
0,009554;0,44;2;2,44;477.700;-60;-60;-60
0,009555;0,44;2;2,44;477.750;-60;-60;-60
0,009556;0,44;2;2,44;477.800;-60;-60;-60
0,009557;0,44;2;2,44;477.850;-60;-60;-60
0,009558;0,416;2;2,416;477.900;-60;-60;-60
0,009559;0,4;2;2,4;477.950;-59,4403;-60;-59,3267
0,00956;0,4;2;2,4;478.000;-60;-60;-60
0,009561;0,4;2;2,4;478.050;-57,9132;-60;-57,813
0,009562;0,4;2;2,4;478.100;-60;-60;-60
0,009563;0,4;2;2,4;478.150;-60;-60;-60
0,009564;0,4;2;2,4;478.200;-60;-60;-60
0,009565;0,4;2;2,4;478.250;-60;-60;-60
0,009566;0,4;2;2,4;478.300;-60;-60;-60
0,009567;0,4;2;2,4;478.350;-60;-60;-60
0,009568;0,372;2;2,372;478.400;-60;-60;-60
0,009569;0,36;2;2,36;478.450;-60;-60;-60
0,00957;0,36;2;2,36;478.500;-60;-60;-60
0,009571;0,36;2;2,36;478.550;-60;-60;-60
0,009572;0,36;2;2,36;478.600;-60;-60;-60
0,009573;0,36;2;2,36;478.650;-60;-60;-60
0,009574;0,36;2;2,36;478.700;-60;-60;-60
0,009575;0,36;2;2,36;478.750;-60;-60;-60
0,009576;0,36;2;2,36;478.800;-60;-60;-60
0,009577;0,36;2;2,36;478.850;-60;-60;-60
0,009578;0,328;2;2,328;478.900;-60;-60;-60
0,009579;0,32;2;2,32;478.950;-59,404;-60;-59,2907
0,00958;0,32;2;2,32;479.000;-60;-60;-60
0,009581;0,32;2;2,32;479.050;-57,946;-60;-57,8455
0,009582;0,32;2;2,32;479.100;-60;-60;-60
0,009583;0,32;2;2,32;479.150;-60;-60;-60
0,009584;0,32;2;2,32;479.200;-60;-60;-60
0,009585;0,32;2;2,32;479.250;-60;-60;-60
0,009586;0,32;2;2,32;479.300;-60;-60;-60
0,009587;0,32;2;2,32;479.350;-60;-60;-60
0,009588;0,284;2;2,284;479.400;-60;-60;-60
0,009589;0,28;2;2,28;479.450;-60;-60;-60
0,00959;0,28;2;2,28;479.500;-60;-60;-60
0,009591;0,28;2;2,28;479.550;-60;-60;-60
0,009592;0,28;2;2,28;479.600;-60;-60;-60
0,009593;0,28;2;2,28;479.650;-60;-60;-60
0,009594;0,28;2;2,28;479.700;-60;-60;-60
0,009595;0,28;2;2,28;479.750;-60;-60;-60
0,009596;0,28;2;2,28;479.800;-60;-60;-60
0,009597;0,28;2;2,28;479.850;-60;-60;-60
0,009598;0,24;2;2,24;479.900;-60;-60;-60
0,009599;0,24;2;2,24;479.950;-59,3676;-60;-59,2545
0,0096;0,24;2;2,24;480.000;-60;-60;-60
0,009601;0,24;2;2,24;480.050;-57,9789;-60;-57,878
0,009602;0,24;2;2,24;480.100;-60;-60;-60
0,009603;0,24;2;2,24;480.150;-60;-60;-60
0,009604;0,24;2;2,24;480.200;-60;-60;-60
0,009605;0,24;2;2,24;480.250;-60;-60;-60
0,009606;0,24;2;2,24;480.300;-60;-60;-60
0,009607;0,236;2;2,236;480.350;-60;-60;-60
0,009608;0,2;2;2,2;480.400;-60;-60;-60
0,009609;0,2;2;2,2;480.450;-60;-60;-60
0,00961;0,2;2;2,2;480.500;-60;-60;-60
0,009611;0,2;2;2,2;480.550;-60;-60;-60
0,009612;0,2;2;2,2;480.600;-60;-60;-60
0,009613;0,2;2;2,2;480.650;-60;-60;-60
0,009614;0,2;2;2,2;480.700;-60;-60;-60
0,009615;0,2;2;2,2;480.750;-60;-60;-60
0,009616;0,2;2;2,2;480.800;-60;-60;-60
0,009617;0,192;2;2,192;480.850;-60;-60;-60
0,009618;0,16;2;2,16;480.900;-60;-60;-60
0,009619;0,16;2;2,16;480.950;-59,3309;-60;-59,2182
0,00962;0,16;2;2,16;481.000;-60;-60;-60
0,009621;0,16;2;2,16;481.050;-58,012;-60;-57,9108
0,009622;0,16;2;2,16;481.100;-60;-60;-60
0,009623;0,16;2;2,16;481.150;-60;-60;-60
0,009624;0,16;2;2,16;481.200;-60;-60;-60
0,009625;0,16;2;2,16;481.250;-60;-60;-60
0,009626;0,16;2;2,16;481.300;-60;-60;-60
0,009627;0,148;2;2,148;481.350;-60;-60;-60
0,009628;0,12;2;2,12;481.400;-60;-60;-60
0,009629;0,12;2;2,12;481.450;-60;-60;-60
0,00963;0,12;2;2,12;481.500;-60;-60;-60
0,009631;0,12;2;2,12;481.550;-60;-60;-60
0,009632;0,12;2;2,12;481.600;-60;-60;-60
0,009633;0,12;2;2,12;481.650;-60;-60;-60
0,009634;0,12;2;2,12;481.700;-60;-60;-60
0,009635;0,12;2;2,12;481.750;-60;-60;-60
0,009636;0,12;2;2,12;481.800;-60;-60;-60
0,009637;0,104;2;2,104;481.850;-60;-60;-60
0,009638;0,08;2;2,08;481.900;-60;-60;-60
0,009639;0,08;2;2,08;481.950;-59,2943;-60;-59,1818
0,00964;0,08;2;2,08;482.000;-60;-60;-60
0,009641;0,08;2;2,08;482.050;-58,0455;-60;-57,9439
0,009642;0,08;2;2,08;482.100;-60;-60;-60
0,009643;0,08;2;2,08;482.150;-60;-60;-60
0,009644;0,08;2;2,08;482.200;-60;-60;-60
0,009645;0,08;2;2,08;482.250;-60;-60;-60
0,009646;0,08;2;2,08;482.300;-60;-60;-60
0,009647;0,06;2;2,06;482.350;-60;-60;-60
0,009648;0,04;2;2,04;482.400;-60;-60;-60
0,009649;0,04;2;2,04;482.450;-60;-60;-60
0,00965;0,04;2;2,04;482.500;-60;-60;-60
0,009651;0,04;2;2,04;482.550;-60;-60;-60
0,009652;0,04;2;2,04;482.600;-60;-60;-60
0,009653;0,04;2;2,04;482.650;-60;-60;-60
0,009654;0,04;2;2,04;482.700;-60;-60;-60
0,009655;0,04;2;2,04;482.750;-60;-60;-60
0,009656;0,04;2;2,04;482.800;-60;-60;-60
0,009657;0,016;2;2,016;482.850;-60;-60;-60
0,009658;0;2;2;482.900;-60;-60;-60
0,009659;0;2;2;482.950;-59,258;-60;-59,1458
0,00966;0;2;2;483.000;-60;-60;-60
0,009661;0;2;2;483.050;-58,0791;-60;-57,9773
0,009662;0;2;2;483.100;-60;-60;-60
0,009663;0;2;2;483.150;-60;-60;-60
0,009664;0;2;2;483.200;-60;-60;-60
0,009665;0;2;2;483.250;-60;-60;-60
0,009666;0;2;2;483.300;-60;-60;-60
0,009667;-0,028;2;1,972;483.350;-60;-60;-60
0,009668;-0,04;2;1,96;483.400;-60;-60;-60
0,009669;-0,04;2;1,96;483.450;-60;-60;-60
0,00967;-0,04;2;1,96;483.500;-60;-60;-60
0,009671;-0,04;2;1,96;483.550;-60;-60;-60
0,009672;-0,04;2;1,96;483.600;-60;-60;-60
0,009673;-0,04;2;1,96;483.650;-60;-60;-60
0,009674;-0,04;2;1,96;483.700;-60;-60;-60
0,009675;-0,04;2;1,96;483.750;-60;-60;-60
0,009676;-0,04;2;1,96;483.800;-60;-60;-60
0,009677;-0,072;2;1,928;483.850;-60;-60;-60
0,009678;-0,08;2;1,92;483.900;-60;-60;-60
0,009679;-0,08;2;1,92;483.950;-59,2222;-60;-59,1103
0,00968;-0,08;2;1,92;484.000;-60;-60;-60
0,009681;-0,08;2;1,92;484.050;-58,1128;-60;-58,0106
0,009682;-0,08;2;1,92;484.100;-60;-60;-60
0,009683;-0,08;2;1,92;484.150;-60;-60;-60
0,009684;-0,08;2;1,92;484.200;-60;-60;-60
0,009685;-0,08;2;1,92;484.250;-60;-60;-60
0,009686;-0,08;2;1,92;484.300;-60;-60;-60
0,009687;-0,116;2;1,884;484.350;-60;-60;-60
0,009688;-0,12;2;1,88;484.400;-60;-60;-60
0,009689;-0,12;2;1,88;484.450;-60;-60;-60
0,00969;-0,12;2;1,88;484.500;-60;-60;-60
0,009691;-0,12;2;1,88;484.550;-60;-60;-60
0,009692;-0,12;2;1,88;484.600;-60;-60;-60
0,009693;-0,12;2;1,88;484.650;-60;-60;-60
0,009694;-0,12;2;1,88;484.700;-60;-60;-60
0,009695;-0,12;2;1,88;484.750;-60;-60;-60
0,009696;-0,12;2;1,88;484.800;-60;-60;-60
0,009697;-0,16;2;1,84;484.850;-60;-60;-60
0,009698;-0,16;2;1,84;484.900;-60;-60;-60
0,009699;-0,16;2;1,84;484.950;-59,1874;-60;-59,0758
0,0097;-0,16;2;1,84;485.000;-60;-60;-60
0,009701;-0,16;2;1,84;485.050;-58,1454;-60;-58,0429
0,009702;-0,16;2;1,84;485.100;-60;-60;-60
0,009703;-0,16;2;1,84;485.150;-60;-60;-60
0,009704;-0,16;2;1,84;485.200;-60;-60;-60
0,009705;-0,16;2;1,84;485.250;-60;-60;-60
0,009706;-0,164;2;1,836;485.300;-60;-60;-60
0,009707;-0,2;2;1,8;485.350;-60;-60;-60
0,009708;-0,2;2;1,8;485.400;-60;-60;-60
0,009709;-0,2;2;1,8;485.450;-60;-60;-60
0,00971;-0,2;2;1,8;485.500;-60;-60;-60
0,009711;-0,2;2;1,8;485.550;-60;-60;-60
0,009712;-0,2;2;1,8;485.600;-60;-60;-60
0,009713;-0,2;2;1,8;485.650;-60;-60;-60
0,009714;-0,2;2;1,8;485.700;-60;-60;-60
0,009715;-0,2;2;1,8;485.750;-60;-60;-60
0,009716;-0,208;2;1,792;485.800;-60;-60;-60
0,009717;-0,24;2;1,76;485.850;-60;-60;-60
0,009718;-0,24;2;1,76;485.900;-60;-60;-60
0,009719;-0,24;2;1,76;485.950;-59,1506;-60;-59,0392
0,00972;-0,24;2;1,76;486.000;-60;-60;-60
0,009721;-0,24;2;1,76;486.050;-58,1791;-60;-58,0763
0,009722;-0,24;2;1,76;486.100;-60;-60;-60
0,009723;-0,24;2;1,76;486.150;-60;-60;-60
0,009724;-0,24;2;1,76;486.200;-60;-60;-60
0,009725;-0,24;2;1,76;486.250;-60;-60;-60
0,009726;-0,252;2;1,748;486.300;-60;-60;-60
0,009727;-0,28;2;1,72;486.350;-60;-60;-60
0,009728;-0,28;2;1,72;486.400;-60;-60;-60
0,009729;-0,28;2;1,72;486.450;-60;-60;-60
0,00973;-0,28;2;1,72;486.500;-60;-60;-60
0,009731;-0,28;2;1,72;486.550;-60;-60;-60
0,009732;-0,28;2;1,72;486.600;-60;-60;-60
0,009733;-0,28;2;1,72;486.650;-60;-60;-60
0,009734;-0,28;2;1,72;486.700;-60;-60;-60
0,009735;-0,28;2;1,72;486.750;-60;-60;-60
0,009736;-0,296;2;1,704;486.800;-60;-60;-60
0,009737;-0,32;2;1,68;486.850;-60;-60;-60
0,009738;-0,32;2;1,68;486.900;-60;-60;-60
0,009739;-0,32;2;1,68;486.950;-59,1147;-60;-59,0036
0,00974;-0,32;2;1,68;487.000;-60;-60;-60
0,009741;-0,32;2;1,68;487.050;-58,2127;-60;-58,1096
0,009742;-0,32;2;1,68;487.100;-60;-60;-60
0,009743;-0,32;2;1,68;487.150;-60;-60;-60
0,009744;-0,32;2;1,68;487.200;-60;-60;-60
0,009745;-0,32;2;1,68;487.250;-60;-60;-60
0,009746;-0,34;2;1,66;487.300;-60;-60;-60
0,009747;-0,36;2;1,64;487.350;-60;-60;-60
0,009748;-0,36;2;1,64;487.400;-60;-60;-60
0,009749;-0,36;2;1,64;487.450;-60;-60;-60
0,00975;-0,36;2;1,64;487.500;-60;-60;-60
0,009751;-0,36;2;1,64;487.550;-60;-60;-60
0,009752;-0,36;2;1,64;487.600;-60;-60;-60
0,009753;-0,36;2;1,64;487.650;-60;-60;-60
0,009754;-0,36;2;1,64;487.700;-60;-60;-60
0,009755;-0,36;2;1,64;487.750;-60;-60;-60
0,009756;-0,384;2;1,616;487.800;-60;-60;-60
0,009757;-0,4;2;1,6;487.850;-60;-60;-60
0,009758;-0,4;2;1,6;487.900;-60;-60;-60
0,009759;-0,4;2;1,6;487.950;-59,0787;-60;-58,9679
0,00976;-0,4;2;1,6;488.000;-60;-60;-60
0,009761;-0,4;2;1,6;488.050;-58,2465;-60;-58,1431
0,009762;-0,4;2;1,6;488.100;-60;-60;-60
0,009763;-0,4;2;1,6;488.150;-60;-60;-60
0,009764;-0,4;2;1,6;488.200;-60;-60;-60
0,009765;-0,4;2;1,6;488.250;-60;-60;-60
0,009766;-0,428;2;1,572;488.300;-60;-60;-60
0,009767;-0,44;2;1,56;488.350;-60;-60;-60
0,009768;-0,44;2;1,56;488.400;-60;-60;-60
0,009769;-0,44;2;1,56;488.450;-60;-60;-60
0,00977;-0,44;2;1,56;488.500;-60;-60;-60
0,009771;-0,44;2;1,56;488.550;-60;-60;-60
0,009772;-0,44;2;1,56;488.600;-60;-60;-60
0,009773;-0,44;2;1,56;488.650;-60;-60;-60
0,009774;-0,44;2;1,56;488.700;-60;-60;-60
0,009775;-0,44;2;1,56;488.750;-60;-60;-60
0,009776;-0,472;2;1,528;488.800;-60;-60;-60
0,009777;-0,48;2;1,52;488.850;-60;-60;-60
0,009778;-0,48;2;1,52;488.900;-60;-60;-60
0,009779;-0,48;2;1,52;488.950;-59,043;-60;-58,9325
0,00978;-0,48;2;1,52;489.000;-60;-60;-60
0,009781;-0,48;2;1,52;489.050;-58,2805;-60;-58,1768
0,009782;-0,48;2;1,52;489.100;-60;-60;-60
0,009783;-0,48;2;1,52;489.150;-60;-60;-60
0,009784;-0,48;2;1,52;489.200;-60;-60;-60
0,009785;-0,48;2;1,52;489.250;-60;-60;-60
0,009786;-0,516;2;1,484;489.300;-60;-60;-60
0,009787;-0,52;2;1,48;489.350;-60;-60;-60
0,009788;-0,52;2;1,48;489.400;-60;-60;-60
0,009789;-0,52;2;1,48;489.450;-60;-60;-60
0,00979;-0,52;2;1,48;489.500;-60;-60;-60
0,009791;-0,52;2;1,48;489.550;-60;-60;-60
0,009792;-0,52;2;1,48;489.600;-60;-60;-60
0,009793;-0,52;2;1,48;489.650;-60;-60;-60
0,009794;-0,52;2;1,48;489.700;-60;-60;-60
0,009795;-0,52;2;1,48;489.750;-60;-60;-60
0,009796;-0,56;2;1,44;489.800;-60;-60;-60
0,009797;-0,56;2;1,44;489.850;-60;-60;-60
0,009798;-0,56;2;1,44;489.900;-60;-60;-60
0,009799;-0,56;2;1,44;489.950;-59,0077;-60;-58,8975
0,0098;-0,56;2;1,44;490.000;-60;-60;-60
0,009801;-0,56;2;1,44;490.050;-58,3145;-60;-58,2104
0,009802;-0,56;2;1,44;490.100;-60;-60;-60
0,009803;-0,56;2;1,44;490.150;-60;-60;-60
0,009804;-0,56;2;1,44;490.200;-60;-60;-60
0,009805;-0,564;2;1,436;490.250;-60;-60;-60
0,009806;-0,6;2;1,4;490.300;-60;-60;-60
0,009807;-0,6;2;1,4;490.350;-60;-60;-60
0,009808;-0,6;2;1,4;490.400;-60;-60;-60
0,009809;-0,6;2;1,4;490.450;-60;-60;-60
0,00981;-0,6;2;1,4;490.500;-60;-60;-60
0,009811;-0,6;2;1,4;490.550;-60;-60;-60
0,009812;-0,6;2;1,4;490.600;-60;-60;-60
0,009813;-0,6;2;1,4;490.650;-60;-60;-60
0,009814;-0,6;2;1,4;490.700;-60;-60;-60
0,009815;-0,608;2;1,392;490.750;-60;-60;-60
0,009816;-0,64;2;1,36;490.800;-60;-60;-60
0,009817;-0,64;2;1,36;490.850;-60;-60;-60
0,009818;-0,64;2;1,36;490.900;-60;-60;-60
0,009819;-0,64;2;1,36;490.950;-58,9725;-60;-58,8626
0,00982;-0,64;2;1,36;491.000;-60;-60;-60
0,009821;-0,64;2;1,36;491.050;-58,3483;-60;-58,2438
0,009822;-0,64;2;1,36;491.100;-60;-60;-60
0,009823;-0,64;2;1,36;491.150;-60;-60;-60
0,009824;-0,64;2;1,36;491.200;-60;-60;-60
0,009825;-0,652;2;1,348;491.250;-60;-60;-60
0,009826;-0,68;2;1,32;491.300;-60;-60;-60
0,009827;-0,68;2;1,32;491.350;-60;-60;-60
0,009828;-0,68;2;1,32;491.400;-60;-60;-60
0,009829;-0,68;2;1,32;491.450;-60;-60;-60
0,00983;-0,68;2;1,32;491.500;-60;-60;-60
0,009831;-0,68;2;1,32;491.550;-60;-60;-60
0,009832;-0,68;2;1,32;491.600;-60;-60;-60
0,009833;-0,68;2;1,32;491.650;-60;-60;-60
0,009834;-0,68;2;1,32;491.700;-60;-60;-60
0,009835;-0,696;2;1,304;491.750;-60;-60;-60
0,009836;-0,72;2;1,28;491.800;-60;-60;-60
0,009837;-0,72;2;1,28;491.850;-60;-60;-60
0,009838;-0,72;2;1,28;491.900;-60;-60;-60
0,009839;-0,72;2;1,28;491.950;-58,9373;-60;-58,8277
0,00984;-0,72;2;1,28;492.000;-60;-60;-60
0,009841;-0,72;2;1,28;492.050;-58,3819;-60;-58,2772
0,009842;-0,72;2;1,28;492.100;-60;-60;-60
0,009843;-0,72;2;1,28;492.150;-60;-60;-60
0,009844;-0,72;2;1,28;492.200;-60;-60;-60
0,009845;-0,74;2;1,26;492.250;-60;-60;-60
0,009846;-0,76;2;1,24;492.300;-60;-60;-60
0,009847;-0,76;2;1,24;492.350;-60;-60;-60
0,009848;-0,76;2;1,24;492.400;-60;-60;-60
0,009849;-0,76;2;1,24;492.450;-60;-60;-60
0,00985;-0,76;2;1,24;492.500;-60;-60;-60
0,009851;-0,76;2;1,24;492.550;-60;-60;-60
0,009852;-0,76;2;1,24;492.600;-60;-60;-60
0,009853;-0,76;2;1,24;492.650;-60;-60;-60
0,009854;-0,76;2;1,24;492.700;-60;-60;-60
0,009855;-0,784;2;1,216;492.750;-60;-60;-60
0,009856;-0,8;2;1,2;492.800;-60;-60;-60
0,009857;-0,8;2;1,2;492.850;-60;-60;-60
0,009858;-0,8;2;1,2;492.900;-60;-60;-60
0,009859;-0,8;2;1,2;492.950;-58,9018;-60;-58,7925
0,00986;-0,8;2;1,2;493.000;-60;-60;-60
0,009861;-0,8;2;1,2;493.050;-58,4157;-60;-58,3106
0,009862;-0,8;2;1,2;493.100;-60;-60;-60
0,009863;-0,8;2;1,2;493.150;-60;-60;-60
0,009864;-0,8;2;1,2;493.200;-60;-60;-60
0,009865;-0,828;2;1,172;493.250;-60;-60;-60
0,009866;-0,84;2;1,16;493.300;-60;-60;-60
0,009867;-0,84;2;1,16;493.350;-60;-60;-60
0,009868;-0,84;2;1,16;493.400;-60;-60;-60
0,009869;-0,84;2;1,16;493.450;-60;-60;-60
0,00987;-0,84;2;1,16;493.500;-60;-60;-60
0,009871;-0,84;2;1,16;493.550;-60;-60;-60
0,009872;-0,84;2;1,16;493.600;-60;-60;-60
0,009873;-0,84;2;1,16;493.650;-60;-60;-60
0,009874;-0,84;2;1,16;493.700;-60;-60;-60
0,009875;-0,872;2;1,128;493.750;-60;-60;-60
0,009876;-0,88;2;1,12;493.800;-60;-60;-60
0,009877;-0,88;2;1,12;493.850;-60;-60;-60
0,009878;-0,88;2;1,12;493.900;-60;-60;-60
0,009879;-0,88;2;1,12;493.950;-58,8659;-60;-58,7569
0,00988;-0,88;2;1,12;494.000;-60;-60;-60
0,009881;-0,88;2;1,12;494.050;-58,4499;-60;-58,3445
0,009882;-0,88;2;1,12;494.100;-60;-60;-60
0,009883;-0,88;2;1,12;494.150;-60;-60;-60
0,009884;-0,88;2;1,12;494.200;-60;-60;-60
0,009885;-0,916;2;1,084;494.250;-60;-60;-60
0,009886;-0,92;2;1,08;494.300;-60;-60;-60
0,009887;-0,92;2;1,08;494.350;-60;-60;-60
0,009888;-0,92;2;1,08;494.400;-60;-60;-60
0,009889;-0,92;2;1,08;494.450;-60;-60;-60
0,00989;-0,92;2;1,08;494.500;-60;-60;-60
0,009891;-0,92;2;1,08;494.550;-60;-60;-60
0,009892;-0,92;2;1,08;494.600;-60;-60;-60
0,009893;-0,92;2;1,08;494.650;-60;-60;-60
0,009894;-0,92;2;1,08;494.700;-60;-60;-60
0,009895;-0,96;2;1,04;494.750;-60;-60;-60
0,009896;-0,96;2;1,04;494.800;-60;-60;-60
0,009897;-0,96;2;1,04;494.850;-60;-60;-60
0,009898;-0,96;2;1,04;494.900;-60;-60;-60
0,009899;-0,96;2;1,04;494.950;-60;-60;-60
0,0099;-0,96;2;1,04;495.000;-60;-60;-60
0,009901;-0,96;2;1,04;495.050;-58,4869;-60;-58,3812
0,009902;-0,96;2;1,04;495.100;-60;-60;-60
0,009903;-0,96;2;1,04;495.150;-60;-60;-60
0,009904;-0,964;2;1,036;495.200;-60;-60;-60
0,009905;-1;2;1;495.250;-60;-60;-60
0,009906;-1;2;1;495.300;-60;-60;-60
0,009907;-1;2;1;495.350;-60;-60;-60
0,009908;-1;2;1;495.400;-60;-60;-60
0,009909;-1;2;1;495.450;-60;-60;-60
0,00991;-1;2;1;495.500;-60;-60;-60
0,009911;-1;2;1;495.550;-60;-60;-60
0,009912;-1;2;1;495.600;-60;-60;-60
0,009913;-1;2;1;495.650;-60;-60;-60
0,009914;-1,008;2;0,992;495.700;-60;-60;-60
0,009915;-1,04;2;0,96;495.750;-60;-60;-60
0,009916;-1,04;2;0,96;495.800;-60;-60;-60
0,009917;-1,04;2;0,96;495.850;-60;-60;-60
0,009918;-1,04;2;0,96;495.900;-60;-60;-60
0,009919;-1,04;2;0,96;495.950;-58,7965;-60;-58,6881
0,00992;-1,04;2;0,96;496.000;-60;-60;-60
0,009921;-1,04;2;0,96;496.050;-58,5185;-60;-58,4125
0,009922;-1,04;2;0,96;496.100;-60;-60;-60
0,009923;-1,04;2;0,96;496.150;-60;-60;-60
0,009924;-1,052;2;0,948;496.200;-60;-60;-60
0,009925;-1,08;2;0,92;496.250;-60;-60;-60
0,009926;-1,08;2;0,92;496.300;-60;-60;-60
0,009927;-1,08;2;0,92;496.350;-60;-60;-60
0,009928;-1,08;2;0,92;496.400;-60;-60;-60
0,009929;-1,08;2;0,92;496.450;-60;-60;-60
0,00993;-1,08;2;0,92;496.500;-60;-60;-60
0,009931;-1,08;2;0,92;496.550;-60;-60;-60
0,009932;-1,08;2;0,92;496.600;-60;-60;-60
0,009933;-1,08;2;0,92;496.650;-60;-60;-60
0,009934;-1,096;2;0,904;496.700;-60;-60;-60
