"t / s";"CH1 / V";"CH2 / V";"MATH / V";"f / Hz";"SP1 / dB";"SP2 / dB";"SPM / dB"
0,000454;0,84;0;0,84;22.700;-60;-60;-60
0,000455;0,84;0;0,84;22.750;-60;-60;-60
0,000456;0,84;0;0,84;22.800;-60;-60;-60
0,000457;0,84;0;0,84;22.850;-60;-60;-60
0,000458;0,84;0;0,84;22.900;-60;-60;-60
0,000459;0,84;0;0,84;22.950;-36,2443;-60;-36,2452
0,00046;0,812;0;0,812;23.000;-28,0822;-60;-28,082
0,000461;0,8;0;0,8;23.050;-34,7665;-60;-34,7655
0,000462;0,8;0;0,8;23.100;-60;-60;-60
0,000463;0,8;0;0,8;23.150;-60;-60;-60
0,000464;0,8;0;0,8;23.200;-60;-60;-60
0,000465;0,8;0;0,8;23.250;-60;-60;-60
0,000466;0,8;0;0,8;23.300;-60;-60;-60
0,000467;0,8;0;0,8;23.350;-60;-60;-60
0,000468;0,8;0;0,8;23.400;-60;-60;-60
0,000469;0,8;0;0,8;23.450;-60;-42,5556;-42,5592
0,00047;0,768;0;0,768;23.500;-60;-34,377;-34,3761
0,000471;0,76;0;0,76;23.550;-60;-41,0456;-41,0412
0,000472;0,76;0;0,76;23.600;-60;-60;-60
0,000473;0,76;0;0,76;23.650;-60;-60;-60
0,000474;0,76;0;0,76;23.700;-60;-60;-60
0,000475;0,76;0;0,76;23.750;-60;-60;-60
0,000476;0,76;0;0,76;23.800;-60;-60;-60
0,000477;0,76;0;0,76;23.850;-60;-60;-60
0,000478;0,76;0;0,76;23.900;-60;-60;-60
0,000479;0,76;0;0,76;23.950;-36,6493;-60;-36,6503
0,00048;0,724;0;0,724;24.000;-28,4537;-60;-28,4535
0,000481;0,72;0;0,72;24.050;-35,1071;-60;-35,1061
0,000482;0,72;0;0,72;24.100;-60;-60;-60
0,000483;0,72;0;0,72;24.150;-60;-60;-60
0,000484;0,72;0;0,72;24.200;-60;-60;-60
0,000485;0,72;0;0,72;24.250;-60;-60;-60
0,000486;0,72;0;0,72;24.300;-60;-60;-60
0,000487;0,72;0;0,72;24.350;-60;-60;-60
0,000488;0,72;0;0,72;24.400;-60;-60;-60
0,000489;0,72;0;0,72;24.450;-60;-42,9527;-42,9561
0,00049;0,68;0;0,68;24.500;-60;-34,741;-34,7401
0,000491;0,68;0;0,68;24.550;-60;-41,3783;-41,3735
0,000492;0,68;0;0,68;24.600;-60;-60;-60
0,000493;0,68;0;0,68;24.650;-60;-60;-60
0,000494;0,68;0;0,68;24.700;-60;-60;-60
0,000495;0,68;0;0,68;24.750;-60;-60;-60
0,000496;0,68;0;0,68;24.800;-60;-60;-60
0,000497;0,68;0;0,68;24.850;-60;-60;-60
0,000498;0,68;0;0,68;24.900;-60;-60;-60
0,000499;0,676;0;0,676;24.950;-37,0391;-60;-37,0402
0,0005;0,64;0;0,64;25.000;-28,8103;-60;-28,8101
0,000501;0,64;0;0,64;25.050;-35,4325;-60;-35,4314
0,000502;0,64;0;0,64;25.100;-60;-60;-60
0,000503;0,64;0;0,64;25.150;-60;-60;-60
0,000504;0,64;0;0,64;25.200;-60;-60;-60
0,000505;0,64;0;0,64;25.250;-60;-60;-60
0,000506;0,64;0;0,64;25.300;-60;-60;-60
0,000507;0,64;0;0,64;25.350;-60;-60;-60
0,000508;0,64;0;0,64;25.400;-60;-60;-60
0,000509;0,632;0;0,632;25.450;-60;-43,3355;-43,3394
0,00051;0,6;0;0,6;25.500;-60;-35,0905;-35,0895
0,000511;0,6;0;0,6;25.550;-60;-41,6967;-41,6919
0,000512;0,6;0;0,6;25.600;-60;-60;-60
0,000513;0,6;0;0,6;25.650;-60;-60;-60
0,000514;0,6;0;0,6;25.700;-60;-60;-60
0,000515;0,6;0;0,6;25.750;-60;-60;-60
0,000516;0,6;0;0,6;25.800;-60;-60;-60
0,000517;0,6;0;0,6;25.850;-60;-60;-60
0,000518;0,6;0;0,6;25.900;-60;-60;-60
0,000519;0,588;0;0,588;25.950;-37,4148;-60;-37,4159
0,00052;0,56;0;0,56;26.000;-29,1532;-60;-29,1529
0,000521;0,56;0;0,56;26.050;-35,7438;-60;-35,7427
0,000522;0,56;0;0,56;26.100;-60;-60;-60
0,000523;0,56;0;0,56;26.150;-60;-60;-60
0,000524;0,56;0;0,56;26.200;-60;-60;-60
0,000525;0,56;0;0,56;26.250;-60;-60;-60
0,000526;0,56;0;0,56;26.300;-60;-60;-60
0,000527;0,56;0;0,56;26.350;-60;-60;-60
0,000528;0,56;0;0,56;26.400;-60;-60;-60
0,000529;0,544;0;0,544;26.450;-60;-43,705;-43,7099
0,00053;0,52;0;0,52;26.500;-60;-35,4268;-35,4254
0,000531;0,52;0;0,52;26.550;-60;-42,0018;-41,9974
0,000532;0,52;0;0,52;26.600;-60;-60;-60
0,000533;0,52;0;0,52;26.650;-60;-60;-60
0,000534;0,52;0;0,52;26.700;-60;-60;-60
0,000535;0,52;0;0,52;26.750;-60;-60;-60
0,000536;0,52;0;0,52;26.800;-60;-60;-60
0,000537;0,52;0;0,52;26.850;-60;-60;-60
0,000538;0,52;0;0,52;26.900;-60;-60;-60
0,000539;0,5;0;0,5;26.950;-37,7778;-60;-37,7789
0,00054;0,48;0;0,48;27.000;-29,4834;-60;-29,483
0,000541;0,48;0;0,48;27.050;-36,0424;-60;-36,0412
0,000542;0,48;0;0,48;27.100;-60;-60;-60
0,000543;0,48;0;0,48;27.150;-60;-60;-60
0,000544;0,48;0;0,48;27.200;-60;-60;-60
0,000545;0,48;0;0,48;27.250;-60;-60;-60
0,000546;0,48;0;0,48;27.300;-60;-60;-60
0,000547;0,48;0;0,48;27.350;-60;-60;-60
0,000548;0,48;0;0,48;27.400;-60;-60;-60
0,000549;0,456;0;0,456;27.450;-60;-44,0623;-44,0678
0,00055;0,44;0;0,44;27.500;-60;-35,7508;-35,7491
0,000551;0,44;0;0,44;27.550;-60;-42,2946;-42,2904
0,000552;0,44;0;0,44;27.600;-60;-60;-60
0,000553;0,44;0;0,44;27.650;-60;-60;-60
0,000554;0,44;0;0,44;27.700;-60;-60;-60
0,000555;0,44;0;0,44;27.750;-60;-60;-60
0,000556;0,44;0;0,44;27.800;-60;-60;-60
0,000557;0,44;0;0,44;27.850;-60;-60;-60
0,000558;0,44;0;0,44;27.900;-60;-60;-60
0,000559;0,412;0;0,412;27.950;-38,1292;-60;-38,1305
0,00056;0,4;0;0,4;28.000;-29,8016;-60;-29,8012
0,000561;0,4;0;0,4;28.050;-36,3294;-60;-36,3282
0,000562;0,4;0;0,4;28.100;-60;-60;-60
0,000563;0,4;0;0,4;28.150;-60;-60;-60
0,000564;0,4;0;0,4;28.200;-60;-60;-60
0,000565;0,4;0;0,4;28.250;-60;-60;-60
0,000566;0,4;0;0,4;28.300;-60;-60;-60
0,000567;0,4;0;0,4;28.350;-60;-60;-60
0,000568;0,4;0;0,4;28.400;-60;-60;-60
0,000569;0,368;0;0,368;28.450;-60;-44,4082;-44,4135
0,00057;0,36;0;0,36;28.500;-60;-36,0634;-36,0617
0,000571;0,36;0;0,36;28.550;-60;-42,576;-42,5714
0,000572;0,36;0;0,36;28.600;-60;-60;-60
0,000573;0,36;0;0,36;28.650;-60;-60;-60
0,000574;0,36;0;0,36;28.700;-60;-60;-60
0,000575;0,36;0;0,36;28.750;-60;-60;-60
0,000576;0,36;0;0,36;28.800;-60;-60;-60
0,000577;0,36;0;0,36;28.850;-60;-60;-60
0,000578;0,36;0;0,36;28.900;-60;-60;-60
0,000579;0,324;0;0,324;28.950;-38,4701;-60;-38,4714
0,00058;0,32;0;0,32;29.000;-30,1086;-60;-30,1082
0,000581;0,32;0;0,32;29.050;-36,6057;-60;-36,6045
0,000582;0,32;0;0,32;29.100;-60;-60;-60
0,000583;0,32;0;0,32;29.150;-60;-60;-60
0,000584;0,32;0;0,32;29.200;-60;-60;-60
0,000585;0,32;0;0,32;29.250;-60;-60;-60
0,000586;0,32;0;0,32;29.300;-60;-60;-60
0,000587;0,32;0;0,32;29.350;-60;-60;-60
0,000588;0,32;0;0,32;29.400;-60;-60;-60
0,000589;0,28;0;0,28;29.450;-60;-44,7436;-44,7483
0,00059;0,28;0;0,28;29.500;-60;-36,3653;-36,3638
0,000591;0,28;0;0,28;29.550;-60;-42,8469;-42,8414
0,000592;0,28;0;0,28;29.600;-60;-60;-60
0,000593;0,28;0;0,28;29.650;-60;-60;-60
0,000594;0,28;0;0,28;29.700;-60;-60;-60
0,000595;0,28;0;0,28;29.750;-60;-60;-60
0,000596;0,28;0;0,28;29.800;-60;-60;-60
0,000597;0,28;0;0,28;29.850;-60;-60;-60
0,000598;0,276;0;0,276;29.900;-60;-60;-60
0,000599;0,24;0;0,24;29.950;-38,8008;-60;-38,8021
0,0006;0,24;0;0,24;30.000;-30,4054;-60;-30,405
0,000601;0,24;0;0,24;30.050;-36,8718;-60;-36,8705
0,000602;0,24;0;0,24;30.100;-60;-60;-60
0,000603;0,24;0;0,24;30.150;-60;-60;-60
0,000604;0,24;0;0,24;30.200;-60;-60;-60
0,000605;0,24;0;0,24;30.250;-60;-60;-60
0,000606;0,24;0;0,24;30.300;-60;-60;-60
0,000607;0,24;0;0,24;30.350;-60;-60;-60
0,000608;0,232;0;0,232;30.400;-60;-60;-60
0,000609;0,2;0;0,2;30.450;-60;-45,0691;-45,0736
0,00061;0,2;0;0,2;30.500;-60;-36,6574;-36,6559
0,000611;0,2;0;0,2;30.550;-60;-43,1079;-43,1018
0,000612;0,2;0;0,2;30.600;-60;-60;-60
0,000613;0,2;0;0,2;30.650;-60;-60;-60
0,000614;0,2;0;0,2;30.700;-60;-60;-60
0,000615;0,2;0;0,2;30.750;-60;-60;-60
0,000616;0,2;0;0,2;30.800;-60;-60;-60
0,000617;0,2;0;0,2;30.850;-60;-60;-60
0,000618;0,188;0;0,188;30.900;-60;-60;-60
0,000619;0,16;0;0,16;30.950;-39,1217;-60;-39,123
0,00062;0,16;0;0,16;31.000;-30,6927;-60;-30,6923
0,000621;0,16;0;0,16;31.050;-37,1281;-60;-37,1268
0,000622;0,16;0;0,16;31.100;-60;-60;-60
0,000623;0,16;0;0,16;31.150;-60;-60;-60
0,000624;0,16;0;0,16;31.200;-60;-60;-60
0,000625;0,16;0;0,16;31.250;-60;-60;-60
0,000626;0,16;0;0,16;31.300;-60;-60;-60
0,000627;0,16;0;0,16;31.350;-60;-60;-60
0,000628;0,144;0;0,144;31.400;-60;-60;-60
0,000629;0,12;0;0,12;31.450;-60;-45,3854;-45,3904
0,00063;0,12;0;0,12;31.500;-60;-36,9402;-36,9385
0,000631;0,12;0;0,12;31.550;-60;-43,3596;-43,3536
0,000632;0,12;0;0,12;31.600;-60;-60;-60
0,000633;0,12;0;0,12;31.650;-60;-60;-60
0,000634;0,12;0;0,12;31.700;-60;-60;-60
0,000635;0,12;0;0,12;31.750;-60;-60;-60
0,000636;0,12;0;0,12;31.800;-60;-60;-60
0,000637;0,12;0;0,12;31.850;-60;-60;-60
0,000638;0,1;0;0,1;31.900;-60;-60;-60
0,000639;0,08;0;0,08;31.950;-39,4333;-60;-39,4347
0,00064;0,08;0;0,08;32.000;-30,9712;-60;-30,9708
0,000641;0,08;0;0,08;32.050;-37,3752;-60;-37,3739
0,000642;0,08;0;0,08;32.100;-60;-60;-60
0,000643;0,08;0;0,08;32.150;-60;-60;-60
0,000644;0,08;0;0,08;32.200;-60;-60;-60
0,000645;0,08;0;0,08;32.250;-60;-60;-60
0,000646;0,08;0;0,08;32.300;-60;-60;-60
0,000647;0,08;0;0,08;32.350;-60;-60;-60
0,000648;0,056;0;0,056;32.400;-60;-60;-60
0,000649;0,04;0;0,04;32.450;-60;-45,6931;-45,6991
0,00065;0,04;0;0,04;32.500;-60;-37,2143;-37,2122
0,000651;0,04;0;0,04;32.550;-60;-43,6027;-43,5972
0,000652;0,04;0;0,04;32.600;-60;-60;-60
0,000653;0,04;0;0,04;32.650;-60;-60;-60
0,000654;0,04;0;0,04;32.700;-60;-60;-60
0,000655;0,04;0;0,04;32.750;-60;-60;-60
0,000656;0,04;0;0,04;32.800;-60;-60;-60
0,000657;0,04;0;0,04;32.850;-60;-60;-60
0,000658;0,012;0;0,012;32.900;-60;-60;-60
0,000659;0;0;0;32.950;-39,7365;-60;-39,738
0,00066;0;0;0;33.000;-31,2414;-60;-31,2409
0,000661;0;0;0;33.050;-37,6139;-60;-37,6125
0,000662;0;0;0;33.100;-60;-60;-60
0,000663;0;0;0;33.150;-60;-60;-60
0,000664;0;0;0;33.200;-60;-60;-60
0,000665;0;0;0;33.250;-60;-60;-60
0,000666;0;0;0;33.300;-60;-60;-60
0,000667;0;0;0;33.350;-60;-60;-60
0,000668;-0,032;0;-0,032;33.400;-60;-60;-60
0,000669;-0,04;0;-0,04;33.450;-60;-45,9927;-45,9994
0,00067;-0,04;0;-0,04;33.500;-60;-37,4803;-37,4779
0,000671;-0,04;0;-0,04;33.550;-60;-43,8377;-43,8324
0,000672;-0,04;0;-0,04;33.600;-60;-60;-60
0,000673;-0,04;0;-0,04;33.650;-60;-60;-60
0,000674;-0,04;0;-0,04;33.700;-60;-60;-60
0,000675;-0,04;0;-0,04;33.750;-60;-60;-60
0,000676;-0,04;0;-0,04;33.800;-60;-60;-60
0,000677;-0,04;0;-0,04;33.850;-60;-60;-60
0,000678;-0,076;0;-0,076;33.900;-60;-60;-60
0,000679;-0,08;0;-0,08;33.950;-40,0322;-60;-40,0337
0,00068;-0,08;0;-0,08;34.000;-31,5035;-60;-31,5029
0,000681;-0,08;0;-0,08;34.050;-37,845;-60;-37,8435
0,000682;-0,08;0;-0,08;34.100;-60;-60;-60
0,000683;-0,08;0;-0,08;34.150;-60;-60;-60
0,000684;-0,08;0;-0,08;34.200;-60;-60;-60
0,000685;-0,08;0;-0,08;34.250;-60;-60;-60
0,000686;-0,08;0;-0,08;34.300;-60;-60;-60
0,000687;-0,08;0;-0,08;34.350;-60;-60;-60
0,000688;-0,12;0;-0,12;34.400;-60;-60;-60
0,000689;-0,12;0;-0,12;34.450;-60;-46,2847;-46,2913
0,00069;-0,12;0;-0,12;34.500;-60;-37,7386;-37,7361
0,000691;-0,12;0;-0,12;34.550;-60;-44,0651;-44,0593
0,000692;-0,12;0;-0,12;34.600;-60;-60;-60
0,000693;-0,12;0;-0,12;34.650;-60;-60;-60
0,000694;-0,12;0;-0,12;34.700;-60;-60;-60
0,000695;-0,12;0;-0,12;34.750;-60;-60;-60
0,000696;-0,12;0;-0,12;34.800;-60;-60;-60
0,000697;-0,124;0;-0,124;34.850;-60;-60;-60
0,000698;-0,16;0;-0,16;34.900;-60;-60;-60
0,000699;-0,16;0;-0,16;34.950;-40,3208;-60;-40,3224
0,0007;-0,16;0;-0,16;35.000;-31,758;-60;-31,7575
0,000701;-0,16;0;-0,16;35.050;-38,0689;-60;-38,0674
0,000702;-0,16;0;-0,16;35.100;-60;-60;-60
0,000703;-0,16;0;-0,16;35.150;-60;-60;-60
0,000704;-0,16;0;-0,16;35.200;-60;-60;-60
0,000705;-0,16;0;-0,16;35.250;-60;-60;-60
0,000706;-0,16;0;-0,16;35.300;-60;-60;-60
0,000707;-0,168;0;-0,168;35.350;-60;-60;-60
0,000708;-0,2;0;-0,2;35.400;-60;-60;-60
0,000709;-0,2;0;-0,2;35.450;-60;-46,5695;-46,5755
0,00071;-0,2;0;-0,2;35.500;-60;-37,9897;-37,9874
0,000711;-0,2;0;-0,2;35.550;-60;-44,2853;-44,2787
0,000712;-0,2;0;-0,2;35.600;-60;-60;-60
0,000713;-0,2;0;-0,2;35.650;-60;-60;-60
0,000714;-0,2;0;-0,2;35.700;-60;-60;-60
0,000715;-0,2;0;-0,2;35.750;-60;-60;-60
0,000716;-0,2;0;-0,2;35.800;-60;-60;-60
0,000717;-0,212;0;-0,212;35.850;-60;-60;-60
0,000718;-0,24;0;-0,24;35.900;-60;-60;-60
0,000719;-0,24;0;-0,24;35.950;-40,6026;-60;-40,6043
0,00072;-0,24;0;-0,24;36.000;-32,0055;-60;-32,0049
0,000721;-0,24;0;-0,24;36.050;-38,286;-60;-38,2844
0,000722;-0,24;0;-0,24;36.100;-60;-60;-60
0,000723;-0,24;0;-0,24;36.150;-60;-60;-60
0,000724;-0,24;0;-0,24;36.200;-60;-60;-60
0,000725;-0,24;0;-0,24;36.250;-60;-60;-60
0,000726;-0,24;0;-0,24;36.300;-60;-60;-60
0,000727;-0,256;0;-0,256;36.350;-60;-60;-60
0,000728;-0,28;0;-0,28;36.400;-60;-60;-60
0,000729;-0,28;0;-0,28;36.450;-60;-46,8476;-46,8532
0,00073;-0,28;0;-0,28;36.500;-60;-38,234;-38,2318
0,000731;-0,28;0;-0,28;36.550;-60;-44,4986;-44,4914
0,000732;-0,28;0;-0,28;36.600;-60;-60;-60
0,000733;-0,28;0;-0,28;36.650;-60;-60;-60
0,000734;-0,28;0;-0,28;36.700;-60;-60;-60
0,000735;-0,28;0;-0,28;36.750;-60;-60;-60
0,000736;-0,28;0;-0,28;36.800;-60;-60;-60
0,000737;-0,3;0;-0,3;36.850;-60;-60;-60
0,000738;-0,32;0;-0,32;36.900;-60;-60;-60
0,000739;-0,32;0;-0,32;36.950;-40,8776;-60;-40,8793
0,00074;-0,32;0;-0,32;37.000;-32,2465;-60;-32,2459
0,000741;-0,32;0;-0,32;37.050;-38,4962;-60;-38,4946
0,000742;-0,32;0;-0,32;37.100;-60;-60;-60
0,000743;-0,32;0;-0,32;37.150;-60;-60;-60
0,000744;-0,32;0;-0,32;37.200;-60;-60;-60
0,000745;-0,32;0;-0,32;37.250;-60;-60;-60
0,000746;-0,32;0;-0,32;37.300;-60;-60;-60
0,000747;-0,344;0;-0,344;37.350;-60;-60;-60
0,000748;-0,36;0;-0,36;37.400;-60;-60;-60
0,000749;-0,36;0;-0,36;37.450;-60;-47,1193;-47,1253
0,00075;-0,36;0;-0,36;37.500;-60;-38,4718;-38,4694
0,000751;-0,36;0;-0,36;37.550;-60;-44,7056;-44,6984
0,000752;-0,36;0;-0,36;37.600;-60;-60;-60
0,000753;-0,36;0;-0,36;37.650;-60;-60;-60
0,000754;-0,36;0;-0,36;37.700;-60;-60;-60
0,000755;-0,36;0;-0,36;37.750;-60;-60;-60
0,000756;-0,36;0;-0,36;37.800;-60;-60;-60
0,000757;-0,388;0;-0,388;37.850;-60;-60;-60
0,000758;-0,4;0;-0,4;37.900;-60;-60;-60
0,000759;-0,4;0;-0,4;37.950;-41,1459;-60;-41,1476
0,00076;-0,4;0;-0,4;38.000;-32,4814;-60;-32,4807
0,000761;-0,4;0;-0,4;38.050;-38,6999;-60;-38,6982
0,000762;-0,4;0;-0,4;38.100;-60;-60;-60
0,000763;-0,4;0;-0,4;38.150;-60;-60;-60
0,000764;-0,4;0;-0,4;38.200;-60;-60;-60
0,000765;-0,4;0;-0,4;38.250;-60;-60;-60
0,000766;-0,4;0;-0,4;38.300;-60;-60;-60
0,000767;-0,432;0;-0,432;38.350;-60;-60;-60
0,000768;-0,44;0;-0,44;38.400;-60;-60;-60
0,000769;-0,44;0;-0,44;38.450;-60;-47,3849;-47,392
0,00077;-0,44;0;-0,44;38.500;-60;-38,7036;-38,7007
0,000771;-0,44;0;-0,44;38.550;-60;-44,9065;-44,8997
0,000772;-0,44;0;-0,44;38.600;-60;-60;-60
0,000773;-0,44;0;-0,44;38.650;-60;-60;-60
0,000774;-0,44;0;-0,44;38.700;-60;-60;-60
0,000775;-0,44;0;-0,44;38.750;-60;-60;-60
0,000776;-0,44;0;-0,44;38.800;-60;-60;-60
0,000777;-0,476;0;-0,476;38.850;-60;-60;-60
0,000778;-0,48;0;-0,48;38.900;-60;-60;-60
0,000779;-0,48;0;-0,48;38.950;-41,4082;-60;-41,41
0,00078;-0,48;0;-0,48;39.000;-32,7103;-60;-32,7097
0,000781;-0,48;0;-0,48;39.050;-38,8975;-60;-38,8958
0,000782;-0,48;0;-0,48;39.100;-60;-60;-60
0,000783;-0,48;0;-0,48;39.150;-60;-60;-60
0,000784;-0,48;0;-0,48;39.200;-60;-60;-60
0,000785;-0,48;0;-0,48;39.250;-60;-60;-60
0,000786;-0,48;0;-0,48;39.300;-60;-60;-60
0,000787;-0,52;0;-0,52;39.350;-60;-60;-60
0,000788;-0,52;0;-0,52;39.400;-60;-60;-60
0,000789;-0,52;0;-0,52;39.450;-60;-47,6448;-47,6528
0,00079;-0,52;0;-0,52;39.500;-60;-38,9295;-38,9263
0,000791;-0,52;0;-0,52;39.550;-60;-45,1017;-45,0951
0,000792;-0,52;0;-0,52;39.600;-60;-60;-60
0,000793;-0,52;0;-0,52;39.650;-60;-60;-60
0,000794;-0,52;0;-0,52;39.700;-60;-60;-60
0,000795;-0,52;0;-0,52;39.750;-60;-60;-60
0,000796;-0,524;0;-0,524;39.800;-60;-60;-60
0,000797;-0,56;0;-0,56;39.850;-60;-60;-60
0,000798;-0,56;0;-0,56;39.900;-60;-60;-60
0,000799;-0,56;0;-0,56;39.950;-41,6653;-60;-41,6671
0,0008;-0,56;0;-0,56;40.000;-32,9336;-60;-32,9329
0,000801;-0,56;0;-0,56;40.050;-39,0898;-60;-39,0881
0,000802;-0,56;0;-0,56;40.100;-60;-60;-60
0,000803;-0,56;0;-0,56;40.150;-60;-60;-60
0,000804;-0,56;0;-0,56;40.200;-60;-60;-60
0,000805;-0,56;0;-0,56;40.250;-60;-60;-60
0,000806;-0,568;0;-0,568;40.300;-60;-60;-60
0,000807;-0,6;0;-0,6;40.350;-60;-60;-60
0,000808;-0,6;0;-0,6;40.400;-60;-60;-60
0,000809;-0,6;0;-0,6;40.450;-60;-47,8993;-47,9057
0,00081;-0,6;0;-0,6;40.500;-60;-39,15;-39,1467
0,000811;-0,6;0;-0,6;40.550;-60;-45,2914;-45,2845
0,000812;-0,6;0;-0,6;40.600;-60;-60;-60
0,000813;-0,6;0;-0,6;40.650;-60;-60;-60
0,000814;-0,6;0;-0,6;40.700;-60;-60;-60
0,000815;-0,6;0;-0,6;40.750;-60;-60;-60
0,000816;-0,612;0;-0,612;40.800;-60;-60;-60
0,000817;-0,64;0;-0,64;40.850;-60;-60;-60
0,000818;-0,64;0;-0,64;40.900;-60;-60;-60
0,000819;-0,64;0;-0,64;40.950;-41,9175;-60;-41,9194
0,00082;-0,64;0;-0,64;41.000;-33,1513;-60;-33,1506
0,000821;-0,64;0;-0,64;41.050;-39,2771;-60;-39,2753
0,000822;-0,64;0;-0,64;41.100;-60;-60;-60
0,000823;-0,64;0;-0,64;41.150;-60;-60;-60
0,000824;-0,64;0;-0,64;41.200;-60;-60;-60
0,000825;-0,64;0;-0,64;41.250;-60;-60;-60
0,000826;-0,656;0;-0,656;41.300;-60;-60;-60
0,000827;-0,68;0;-0,68;41.350;-60;-60;-60
0,000828;-0,68;0;-0,68;41.400;-60;-60;-60
0,000829;-0,68;0;-0,68;41.450;-60;-48,1487;-48,1561
0,00083;-0,68;0;-0,68;41.500;-60;-39,3653;-39,3621
0,000831;-0,68;0;-0,68;41.550;-60;-45,4759;-45,4681
0,000832;-0,68;0;-0,68;41.600;-60;-60;-60
0,000833;-0,68;0;-0,68;41.650;-60;-60;-60
0,000834;-0,68;0;-0,68;41.700;-60;-60;-60
0,000835;-0,68;0;-0,68;41.750;-60;-60;-60
0,000836;-0,7;0;-0,7;41.800;-60;-60;-60
0,000837;-0,72;0;-0,72;41.850;-60;-60;-60
0,000838;-0,72;0;-0,72;41.900;-60;-60;-60
0,000839;-0,72;0;-0,72;41.950;-42,1648;-60;-42,1668
0,00084;-0,72;0;-0,72;42.000;-33,3639;-60;-33,3631
0,000841;-0,72;0;-0,72;42.050;-39,4595;-60;-39,4576
0,000842;-0,72;0;-0,72;42.100;-60;-60;-60
0,000843;-0,72;0;-0,72;42.150;-60;-60;-60
0,000844;-0,72;0;-0,72;42.200;-60;-60;-60
0,000845;-0,72;0;-0,72;42.250;-60;-60;-60
0,000846;-0,744;0;-0,744;42.300;-60;-60;-60
0,000847;-0,76;0;-0,76;42.350;-60;-60;-60
0,000848;-0,76;0;-0,76;42.400;-60;-60;-60
0,000849;-0,76;0;-0,76;42.450;-60;-48,3931;-48,4
0,00085;-0,76;0;-0,76;42.500;-60;-39,5756;-39,5726
0,000851;-0,76;0;-0,76;42.550;-60;-45,6555;-45,647
0,000852;-0,76;0;-0,76;42.600;-60;-60;-60
0,000853;-0,76;0;-0,76;42.650;-60;-60;-60
0,000854;-0,76;0;-0,76;42.700;-60;-60;-60
0,000855;-0,76;0;-0,76;42.750;-60;-60;-60
0,000856;-0,788;0;-0,788;42.800;-60;-60;-60
0,000857;-0,8;0;-0,8;42.850;-60;-60;-60
0,000858;-0,8;0;-0,8;42.900;-60;-60;-60
0,000859;-0,8;0;-0,8;42.950;-42,4071;-60;-42,4091
0,00086;-0,8;0;-0,8;43.000;-33,5718;-60;-33,5709
0,000861;-0,8;0;-0,8;43.050;-39,6368;-60;-39,6349
0,000862;-0,8;0;-0,8;43.100;-60;-60;-60
0,000863;-0,8;0;-0,8;43.150;-60;-60;-60
0,000864;-0,8;0;-0,8;43.200;-60;-60;-60
0,000865;-0,8;0;-0,8;43.250;-60;-60;-60
0,000866;-0,832;0;-0,832;43.300;-60;-60;-60
0,000867;-0,84;0;-0,84;43.350;-60;-60;-60
0,000868;-0,84;0;-0,84;43.400;-60;-60;-60
0,000869;-0,84;0;-0,84;43.450;-60;-48,6329;-48,6402
0,00087;-0,84;0;-0,84;43.500;-60;-39,7812;-39,7779
0,000871;-0,84;0;-0,84;43.550;-60;-45,8303;-45,8217
0,000872;-0,84;0;-0,84;43.600;-60;-60;-60
0,000873;-0,84;0;-0,84;43.650;-60;-60;-60
0,000874;-0,84;0;-0,84;43.700;-60;-60;-60
0,000875;-0,84;0;-0,84;43.750;-60;-60;-60
0,000876;-0,876;0;-0,876;43.800;-60;-60;-60
0,000877;-0,88;0;-0,88;43.850;-60;-60;-60
0,000878;-0,88;0;-0,88;43.900;-60;-60;-60
0,000879;-0,88;0;-0,88;43.950;-42,6443;-60;-42,6464
0,00088;-0,88;0;-0,88;44.000;-33,7752;-60;-33,7743
0,000881;-0,88;0;-0,88;44.050;-39,8092;-60;-39,8072
0,000882;-0,88;0;-0,88;44.100;-60;-60;-60
0,000883;-0,88;0;-0,88;44.150;-60;-60;-60
0,000884;-0,88;0;-0,88;44.200;-60;-60;-60
0,000885;-0,88;0;-0,88;44.250;-60;-60;-60
0,000886;-0,92;0;-0,92;44.300;-60;-60;-60
0,000887;-0,92;0;-0,92;44.350;-60;-60;-60
0,000888;-0,92;0;-0,92;44.400;-60;-60;-60
0,000889;-0,92;0;-0,92;44.450;-60;-48,8683;-48,8766
0,00089;-0,92;0;-0,92;44.500;-60;-39,9823;-39,9785
0,000891;-0,92;0;-0,92;44.550;-60;-46,0007;-45,9926
0,000892;-0,92;0;-0,92;44.600;-60;-60;-60
0,000893;-0,92;0;-0,92;44.650;-60;-60;-60
0,000894;-0,92;0;-0,92;44.700;-60;-60;-60
0,000895;-0,924;0;-0,924;44.750;-60;-60;-60
0,000896;-0,96;0;-0,96;44.800;-60;-60;-60
0,000897;-0,96;0;-0,96;44.850;-60;-60;-60
0,000898;-0,96;0;-0,96;44.900;-60;-60;-60
0,000899;-0,96;0;-0,96;44.950;-42,877;-60;-42,8791
0,0009;-0,96;0;-0,96;45.000;-33,9743;-60;-33,9734
0,000901;-0,96;0;-0,96;45.050;-39,9771;-60;-39,9751
0,000902;-0,96;0;-0,96;45.100;-60;-60;-60
0,000903;-0,96;0;-0,96;45.150;-60;-60;-60
0,000904;-0,96;0;-0,96;45.200;-60;-60;-60
0,000905;-0,968;0;-0,968;45.250;-60;-60;-60
0,000906;-1;0;-1;45.300;-60;-60;-60
